상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,행정동코드,법정동코드,지번주소,도로명주소,신우편번호,경도,위도
샘터휴양펜션,숙박,캠프/별장/펜션,캠프/별장/펜션,기타 관광숙박시설 운영업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025929,제주특별자치도 제주시 조천읍 교래리 471,제주특별자치도 제주시 조천읍 교래1길 45-3,63346,126.6734685,33.43643891
제주진,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 276-3,제주특별자치도 제주시 연동8길 28,63136,126.4904236,33.48351758
알토산고팡,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,표선면,표선면,5013032000,5013032026,제주특별자치도 서귀포시 표선면 토산리 537-3,제주특별자치도 서귀포시 표선면 토산중앙로16번길 1,63626,126.7797778,33.30886824
카페,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025342,제주특별자치도 제주시 애월읍 유수암리 2999,제주특별자치도 제주시 애월읍 유수암서길 117,63067,126.3915944,33.42215841
탑부평삼겹살,음식,한식,갈비/삼겹살,한식 음식점업,제주특별자치도,제주시,건입동,건입동,5011059000,5011010700,제주특별자치도 제주시 건입동 1381-1,제주특별자치도 제주시 관덕로15길 26,63277,126.5270225,33.51551308
쉼터휴게소,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025625,제주특별자치도 제주시 구좌읍 송당리 2620,제주특별자치도 제주시 구좌읍 비자림로 1181,63355,126.7312516,33.43547474
인형의집,음식,양식,정통양식/경양식,서양식 음식점업,제주특별자치도,제주시,일도1동,일도일동,5011051000,5011010100,제주특별자치도 제주시 일도일동 1437-1,제주특별자치도 제주시 관덕로 40,63168,126.5235994,33.51300202
카페린다,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,서귀포시,대륜동,서호동,5013059000,5013010300,제주특별자치도 서귀포시 서호동 1239-6,제주특별자치도 서귀포시 중산간동로 8434,63574,126.5158269,33.26077137
남원말가든,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025321,제주특별자치도 서귀포시 남원읍 남원리 198-8,제주특별자치도 서귀포시 남원읍 태위로689번길 9,63621,126.7198907,33.280243
이매커피,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,서귀포시,대천동,강정동,5013060000,5013011600,제주특별자치도 서귀포시 강정동 155-4,제주특별자치도 서귀포시 신서귀로51번길 32,63566,126.5081187,33.25462035
고성리안,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025924,제주특별자치도 서귀포시 성산읍 고성리 1195-1,제주특별자치도 서귀포시 성산읍 고성동서로 67,63640,126.9143166,33.45078207
스윗슬로,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025028,제주특별자치도 제주시 한림읍 옹포리 351-27,제주특별자치도 제주시 한림읍 한림해안로 21,63012,126.2542842,33.40688685
오름나그네,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025930,제주특별자치도 제주시 조천읍 선흘리 470-12,제주특별자치도 제주시 조천읍 선교로 525,63341,126.7120621,33.45909742
세화해녀잠수촌,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025628,제주특별자치도 제주시 구좌읍 세화리 1500-66,제주특별자치도 제주시 구좌읍 해맞이해안로 1391,63361,126.8566473,33.52749659
와레버,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,천지동,서귀동,5013054000,5013010100,제주특별자치도 서귀포시 서귀동 315-7,제주특별자치도 서귀포시 태평로335번길 25,63592,126.5598063,33.24701607
신성,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 310-34,제주특별자치도 제주시 신대로7길 23,63119,126.4992203,33.4918738
진가마솥국밥,음식,한식,해장국/감자탕,한식 음식점업,제주특별자치도,제주시,삼도2동,삼도이동,5011056000,5011010600,제주특별자치도 제주시 삼도이동 12-10,제주특별자치도 제주시 관덕로7길 39,63166,126.5232792,33.51664055
지정식당,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,용담2동,용담이동,5011058000,5011010900,제주특별자치도 제주시 용담이동 930-25,제주특별자치도 제주시 성화로 30,63157,126.5057211,33.51244504
그디식당,음식,별식/퓨전요리,샤브샤브전문,한식 음식점업,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1176-99,제주특별자치도 제주시 동광로4길 14,63208,126.5315594,33.50052872
풍전갈비,음식,한식,갈비/삼겹살,한식 음식점업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 276-3,제주특별자치도 제주시 연동8길 26,63136,126.4903453,33.48368792
오케이투,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,용담1동,용담일동,5011057000,5011010800,제주특별자치도 제주시 용담일동 252-8,제주특별자치도 제주시 용남1길 24,63174,126.5140631,33.50673027
육개장,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025930,제주특별자치도 제주시 조천읍 선흘리 1942-1,제주특별자치도 제주시 조천읍 번영로 1595,63341,126.701963,33.45901012
진주삼계추어탕,음식,닭/오리요리,삼계탕전문,한식 음식점업,제주특별자치도,서귀포시,동홍동,동홍동,5013057000,5013010500,제주특별자치도 서귀포시 동홍동 431-2,제주특별자치도 서귀포시 문부로 5,63589,126.5684469,33.25211078
맛나,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,이도1동,이도일동,5011053000,5011010300,제주특별자치도 제주시 이도일동 1289-5,제주특별자치도 제주시 동광로1길 32,63197,126.5280599,33.50319191
바삭,음식,양식,정통양식/경양식,서양식 음식점업,제주특별자치도,서귀포시,대천동,강정동,5013060000,5013011600,제주특별자치도 서귀포시 강정동 172-9,제주특별자치도 서귀포시 김정문화로 5,63566,126.505407,33.25254114
쏘셜클럽,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,서귀포시,대정읍,대정읍,5013025000,5013025029,제주특별자치도 서귀포시 대정읍 보성리 2372,제주특별자치도 서귀포시 대정읍 에듀시티로 36,63644,126.2843516,33.29180859
플레이커피랩,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,천지동,서귀동,5013054000,5013010100,제주특별자치도 서귀포시 서귀동 305-15,제주특별자치도 서귀포시 서문로28번길 2,63593,126.5588679,33.2505846
면앤밥,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,천지동,서귀동,5013054000,5013010100,제주특별자치도 서귀포시 서귀동 317-11,제주특별자치도 서귀포시 중정로 12-4,63592,126.5576235,33.24729732
자데,음식,중식,중국음식/중국집,중식 음식점업,제주특별자치도,서귀포시,대정읍,대정읍,5013025000,5013025029,제주특별자치도 서귀포시 대정읍 보성리 2372,제주특별자치도 서귀포시 대정읍 에듀시티로 36,63644,126.2843627,33.29179071
모루쿠다,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,동홍동,동홍동,5013057000,5013010500,제주특별자치도 서귀포시 동홍동 74-4,제주특별자치도 서귀포시 동홍중앙로90번길 48,63587,126.5772678,33.25806349
청미락회집,음식,일식/수산물,음식점-일식,일식 음식점업,제주특별자치도,제주시,삼도1동,삼도일동,5011055000,5011010500,제주특별자치도 제주시 삼도일동 537-5,제주특별자치도 제주시 서사로 111,63181,126.5201638,33.5023856
뚜쁘디1,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,우도면,우도면,5011033000,5011033021,제주특별자치도 제주시 우도면 연평리 1185-2,제주특별자치도 제주시 우도면 우도해안길 804,63365,126.9570997,33.5139391
야문어,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,표선면,표선면,5013032000,5013032021,제주특별자치도 서귀포시 표선면 표선리 484,제주특별자치도 서귀포시 표선면 표선동서로264번길 22,63629,126.8359859,33.3271248
시민을위한갈비,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,중앙동,서귀동,5013053000,5013010100,제주특별자치도 서귀포시 서귀동 252-16,제주특별자치도 서귀포시 동홍로 10,63590,126.5679991,33.2493016
한정식담다,음식,한식,한정식전문,한식 음식점업,제주특별자치도,제주시,노형동,해안동,5011066000,5011013900,제주특별자치도 제주시 해안동 1785-1,제주특별자치도 제주시 해안마을10길 32,63077,126.4535873,33.45124711
태백산,음식,한식,기타고기요리,한식 음식점업,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 2420,제주특별자치도 제주시 광평동로 45,63105,126.4687489,33.48323361
엠브릿지,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,서귀포시,대정읍,대정읍,5013025000,5013025022,제주특별자치도 서귀포시 대정읍 하모리 646-20,제주특별자치도 서귀포시 대정읍 최남단해안로 116,63513,126.2565362,33.21081305
티맑은,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 283-20,제주특별자치도 제주시 노연로 113,63123,126.4923602,33.48600244
모다,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,이도1동,이도일동,5011053000,5011010300,제주특별자치도 제주시 이도일동 1709-13,제주특별자치도 제주시 중앙로 131,63194,126.5250459,33.50704184
오겹살생고시석쇠구이,음식,한식,갈비/삼겹살,한식 음식점업,제주특별자치도,제주시,삼도2동,삼도이동,5011056000,5011010600,제주특별자치도 제주시 삼도이동 1236-3,제주특별자치도 제주시 중앙로24길 7,63179,126.524144,33.50628279
아트빌라스커뮤니티센터,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,예래동,색달동,5013062000,5013011900,제주특별자치도 서귀포시 색달동 301,제주특별자치도 서귀포시 색달중앙로252번길 124,63549,126.4142725,33.28809786
연화,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025024,제주특별자치도 제주시 한림읍 한림리 1314-79,제주특별자치도 제주시 한림읍 한림해안로 174,63031,126.2630018,33.41768344
황금무지개초밥,음식,일식/수산물,음식점-초밥전문,일식 음식점업,제주특별자치도,제주시,삼양동,삼양일동,5011061000,5011011300,제주특별자치도 제주시 삼양일동 1599-24,제주특별자치도 제주시 원당로5길 36,63314,126.5882648,33.52681078
쁘띠수앙,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,외도동,외도일동,5011067000,5011012300,제주특별자치도 제주시 외도일동 1641-1,제주특별자치도 제주시 우령서로16길 2,63072,126.4264544,33.48624689
반하다,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025924,제주특별자치도 제주시 조천읍 함덕리 1016,제주특별자치도 제주시 조천읍 신북로 487,63333,126.6623106,33.54322119
파파야,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025921,제주특별자치도 서귀포시 성산읍 성산리 230-4,제주특별자치도 서귀포시 성산읍 성산등용로 7,63643,126.9334329,33.4645807
조수리순이네집밥,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,한경면,한경면,5011031000,5011031026,제주특별자치도 제주시 한경면 조수리 3774-4,제주특별자치도 제주시 한경면 불그못로 79,63007,126.2184317,33.29636238
바리스테이,숙박,모텔/여관/여인숙,모텔/여관/여인숙,여관업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025924,제주특별자치도 제주시 조천읍 함덕리 1011-1,제주특별자치도 제주시 조천읍 조함해안로 476-3,63333,126.6635534,33.54291905
까,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025021,제주특별자치도 제주시 한림읍 귀덕리 1031-1,제주특별자치도 제주시 한림읍 귀덕9길 4,63024,126.2912472,33.4432829
토프레소,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,아라동,월평동,5011063000,5011013500,제주특별자치도 제주시 월평동 1184-1,제주특별자치도 제주시 아봉로 327,63311,126.5718133,33.47195934
세컨드하우스,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,아라동,아라일동,5011063000,5011011700,제주특별자치도 제주시 아라일동 6119-1,제주특별자치도 제주시 인다2길 8-2,63247,126.5495351,33.47703799
라바카페테리아,음식,양식,정통양식/경양식,서양식 음식점업,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031027,제주특별자치도 서귀포시 안덕면 서광리 산35-16,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,63521,126.3076095,33.30652548
한내들,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,천지동,서귀동,5013054000,5013010100,제주특별자치도 서귀포시 서귀동 322-13,제주특별자치도 서귀포시 서문로 49,63592,126.5575879,33.24881161
인생극장,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,일도2동,일도이동,5011052000,5011010200,제주특별자치도 제주시 일도이동 380-2,제주특별자치도 제주시 고마로16길 9,63275,126.5403587,33.50522172
행즈,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025627,제주특별자치도 제주시 구좌읍 행원리 1492-1,제주특별자치도 제주시 구좌읍 행원로7길 23-20,63358,126.8058811,33.5562837
제주세렌디피티,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,일도2동,일도이동,5011052000,5011010200,제주특별자치도 제주시 일도이동 981-1,제주특별자치도 제주시 동문로 100,63266,126.5373089,33.51378676
선인가든,음식,한식,기타고기요리,한식 음식점업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025930,제주특별자치도 제주시 조천읍 선흘리 2090-8,제주특별자치도 제주시 조천읍 선교로 201-8,63341,126.700583,33.48589048
하얀성횟집,음식,일식/수산물,횟집,한식 음식점업,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025326,제주특별자치도 제주시 애월읍 신엄리 989-2,제주특별자치도 제주시 애월읍 애월해안로 592,63047,126.3669058,33.47799352
홈런,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,이도1동,이도일동,5011053000,5011010300,제주특별자치도 제주시 이도일동 1260-29,제주특별자치도 제주시 동광로1길 27-1,63197,126.5280548,33.50285826
나만의감자탕,음식,한식,해장국/감자탕,한식 음식점업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 260-13,제주특별자치도 제주시 신광로 12,63125,126.4900015,33.49109463
해뜨는식당,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025921,제주특별자치도 서귀포시 성산읍 성산리 298-22,제주특별자치도 서귀포시 성산읍 한도로 267,63643,126.9359737,33.46617138
어살아있네,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,한경면,한경면,5011031000,5011031028,제주특별자치도 제주시 한경면 신창리 363-10,제주특별자치도 제주시 한경면 신창3길 6,63002,126.181938,33.34824902
마더카페,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025322,제주특별자치도 서귀포시 남원읍 태흥리 1114,제주특별자치도 서귀포시 남원읍 태위로894번길 45,63617,126.7415917,33.2812941
호돌이식당,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025031,제주특별자치도 제주시 한림읍 협재리 3026,제주특별자치도 제주시 한림읍 비양도길 284,63033,126.23042,33.40640447
붐비어,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,삼도1동,삼도일동,5011055000,5011010500,제주특별자치도 제주시 삼도일동 572-9,제주특별자치도 제주시 서광로 234-1,63186,126.5215248,33.49955288
시카고핫도그,음식,패스트푸드,핫도그,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주특별자치도,서귀포시,동홍동,동홍동,5013057000,5013010500,제주특별자치도 서귀포시 동홍동 1460-18,제주특별자치도 서귀포시 중앙로 132,63585,126.5607372,33.2563405
코바코,음식,양식,돈가스전문점,서양식 음식점업,제주특별자치도,서귀포시,정방동,서귀동,5013052000,5013010100,제주특별자치도 서귀포시 서귀동 406-13,제주특별자치도 서귀포시 이중섭로 5-1,63595,126.5643878,33.24769115
농부의밥상,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025628,제주특별자치도 제주시 구좌읍 세화리 1297,제주특별자치도 제주시 구좌읍 세화남길 8-7,63361,126.8573157,33.51924395
광성식당,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031021,제주특별자치도 서귀포시 안덕면 화순리 636-17,제주특별자치도 서귀포시 안덕면 화순해안로106번길 8,63530,126.3365375,33.23791892
한얼식당,음식,한식,갈비/삼겹살,한식 음식점업,제주특별자치도,서귀포시,동홍동,동홍동,5013057000,5013010500,제주특별자치도 서귀포시 동홍동 357-4,제주특별자치도 서귀포시 태평로512번길 1-4,63597,126.5727111,33.2505459
가미식당,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,대정읍,대정읍,5013025000,5013025022,제주특별자치도 서귀포시 대정읍 하모리 1569-11,제주특별자치도 서귀포시 대정읍 동일하모로 227-1,63508,126.255454,33.22589004
일루미,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,삼양동,삼양일동,5011061000,5011011300,제주특별자치도 제주시 삼양일동 966,제주특별자치도 제주시 서흘1길 86,63314,126.5920932,33.53236301
한우리순대,음식,별식/퓨전요리,순대전문점,한식 음식점업,제주특별자치도,서귀포시,대정읍,대정읍,5013025000,5013025021,제주특별자치도 서귀포시 대정읍 상모리 3827-1,제주특별자치도 서귀포시 대정읍 상모대서로 46,63510,126.2586155,33.22658347
커피이색,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025021,제주특별자치도 제주시 한림읍 귀덕리 2258-2,제주특별자치도 제주시 한림읍 한수풀로 284,63025,126.2908555,33.41828677
맛있는밥집,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031028,제주특별자치도 서귀포시 안덕면 동광리 1588-4,제주특별자치도 서귀포시 안덕면 동광로 100,63523,126.3380039,33.3055023
파스쿠찌,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,서귀포시,중문동,중문동,5013061000,5013011200,제주특별자치도 서귀포시 중문동 1939-3,제주특별자치도 서귀포시 천제연로232번길 15,63546,126.4302561,33.25035292
탐라우돈,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 1040-2,제주특별자치도 제주시 다랑곶2길 52,63096,126.4759541,33.49079642
선미식당,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025921,제주특별자치도 서귀포시 성산읍 성산리 189,제주특별자치도 서귀포시 성산읍 일출로 281,63643,126.9347576,33.46269866
탐궁,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,대륜동,법환동,5013059000,5013010200,제주특별자치도 서귀포시 법환동 1652-2,제주특별자치도 서귀포시 월드컵로 32,63560,126.5066849,33.24680426
카페,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,오라동,오라이동,5011064000,5011012000,제주특별자치도 제주시 오라이동 3160,제주특별자치도 제주시 연북로 188,63147,126.5014993,33.48138005
루마인레스토랑,음식,양식,패밀리레스토랑,서양식 음식점업,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025632,제주특별자치도 제주시 구좌읍 종달리 624,제주특별자치도 제주시 구좌읍 해맞이해안로 2498,63364,126.9013754,33.48419067
골고루숯불갈비삼도점,음식,한식,갈비/삼겹살,한식 음식점업,제주특별자치도,제주시,삼도1동,삼도일동,5011055000,5011010500,제주특별자치도 제주시 삼도일동 305-130,제주특별자치도 제주시 전농로 96,63180,126.5234045,33.50420036
투데이펍,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 2027-1,제주특별자치도 제주시 구남로6길 24,63233,126.5352851,33.48824829
부산서면양곱창,음식,별식/퓨전요리,순대전문점,한식 음식점업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 274-60,제주특별자치도 제주시 연동8길 8,63133,126.4905678,33.48512413
카페,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025922,제주특별자치도 서귀포시 성산읍 오조리 16-1,제주특별자치도 서귀포시 성산읍 한도로 116-1,63639,126.9203821,33.46820048
협재신국수,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025031,제주특별자치도 제주시 한림읍 협재리 1303-1,제주특별자치도 제주시 한림읍 명재로 17,63011,126.2488541,33.39518949
본래순대,음식,별식/퓨전요리,순대전문점,한식 음식점업,제주특별자치도,제주시,삼양동,도련일동,5011061000,5011013000,제주특별자치도 제주시 도련일동 1940-1,제주특별자치도 제주시 건주로4길 34,63323,126.5795054,33.51674818
빌라드아토,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,정방동,서귀동,5013052000,5013010100,제주특별자치도 서귀포시 서귀동 551-3,제주특별자치도 서귀포시 태평로 413,63595,126.5645506,33.24495213
스피드상패,소매,선물/팬시/기념품,기념패/휘장,관광 민예품 및 선물용품 소매업,제주특별자치도,제주시,삼도1동,삼도일동,5011055000,5011010500,제주특별자치도 제주시 삼도일동 701-8,제주특별자치도 제주시 전농로 35,63177,126.5169945,33.50459261
죽이야기제주연동점,음식,별식/퓨전요리,죽전문점,한식 음식점업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 1964-3,제주특별자치도 제주시 도령로 73,63127,126.4859513,33.49011659
괸당네식당,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025927,제주특별자치도 서귀포시 성산읍 신산리 1009-1,제주특별자치도 서귀포시 성산읍 독자봉로 2,63634,126.8769299,33.383088
육지것들,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,중문동,중문동,5013061000,5013011200,제주특별자치도 서귀포시 중문동 2128-1,제주특별자치도 서귀포시 중문상로17번길 4,63546,126.4240659,33.25028364
피자홍,음식,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주특별자치도,제주시,일도2동,일도이동,5011052000,5011010200,제주특별자치도 제주시 일도이동 51-7,제주특별자치도 제주시 연수로4길 19,63258,126.5448829,33.50368817
모슬포해안도로식당,음식,일식/수산물,횟집,한식 음식점업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 294-46,제주특별자치도 제주시 신대로18길 16,63133,126.494769,33.48483264
위미항활어회센터,음식,일식/수산물,횟집,한식 음식점업,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025327,제주특별자치도 서귀포시 남원읍 위미리 1757-12,제주특별자치도 서귀포시 남원읍 위미중앙로196번길 6-13,63610,126.662437,33.27126195
나인퓨전레스토랑,음식,양식,패밀리레스토랑,서양식 음식점업,제주특별자치도,제주시,아라동,아라이동,5011063000,5011011800,제주특별자치도 제주시 아라이동 35-19,제주특별자치도 제주시 제주대학로 105-1,63249,126.5611834,33.46030515
카페,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025342,제주특별자치도 제주시 애월읍 유수암리 1083,제주특별자치도 제주시 애월읍 평화로 2346,63066,126.4090254,33.42258157
우정회관,음식,일식/수산물,횟집,한식 음식점업,제주특별자치도,제주시,건입동,건입동,5011059000,5011010700,제주특별자치도 제주시 건입동 1319-31,제주특별자치도 제주시 서부두길 16,63276,126.5283852,33.517666
홍진감귤,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,제주특별자치도,서귀포시,영천동,토평동,5013056000,5013011100,제주특별자치도 서귀포시 토평동 1126-6,제주특별자치도 서귀포시 검은여로 242,63604,126.5881887,33.26230835
낚지촌낚지전문점,음식,일식/수산물,낙지/오징어,한식 음식점업,제주특별자치도,서귀포시,천지동,서귀동,5013054000,5013010100,제주특별자치도 서귀포시 서귀동 301-19,제주특별자치도 서귀포시 중앙로89번길 4,63593,126.5602737,33.25253935
남원대야냉면,음식,한식,냉면집,한식 음식점업,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025321,제주특별자치도 서귀포시 남원읍 남원리 1312-4,제주특별자치도 서귀포시 남원읍 태위로641번길 5,63621,126.7149436,33.27867722
수일통닭,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025028,제주특별자치도 제주시 한림읍 옹포리 588-2,제주특별자치도 제주시 한림읍 한림로 475,63012,126.2510504,33.40197299
우리네갈비,음식,한식,갈비/삼겹살,한식 음식점업,제주특별자치도,서귀포시,천지동,서귀동,5013054000,5013010100,제주특별자치도 서귀포시 서귀동 321-7,제주특별자치도 서귀포시 서문로29번길 8,63592,126.5589368,33.24965674
맷돌,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,이도2동,도남동,5011054000,5011012900,제주특별자치도 제주시 도남동 918-14,제주특별자치도 제주시 도남로7길 46,63200,126.5271879,33.4962214
마라도협동조합식당,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,대정읍,대정읍,5013025000,5013025026,제주특별자치도 서귀포시 대정읍 가파리 711,제주특별자치도 서귀포시 대정읍 마라로 73,63515,126.2659904,33.11744309
드렁몰라도새기샤브마을,음식,별식/퓨전요리,샤브샤브전문,한식 음식점업,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 2576-5,제주특별자치도 제주시 달마루길 22,63100,126.4738821,33.48991443
르방,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,서귀포시,대륜동,법환동,5013059000,5013010200,제주특별자치도 서귀포시 법환동 735-5,제주특별자치도 서귀포시 신서귀로 43,63566,126.5109796,33.25297766
미나토,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025334,제주특별자치도 제주시 애월읍 애월리 1819-37,제주특별자치도 제주시 애월읍 애월해안로 56,63043,126.3203507,33.46707565
우일갈비,음식,한식,갈비/삼겹살,한식 음식점업,제주특별자치도,제주시,삼도1동,삼도일동,5011055000,5011010500,제주특별자치도 제주시 삼도일동 710-3,제주특별자치도 제주시 남성로 111,63172,126.5174261,33.50894335
홈팝참치제주,음식,일식/수산물,참치전문점,일식 음식점업,제주특별자치도,서귀포시,대륜동,서호동,5013059000,5013010300,제주특별자치도 서귀포시 서호동 1468,제주특별자치도 서귀포시 신서로48번길 65,63566,126.5121864,33.25268556
